Empresa;CNPJ;UF;Situacao;Monitorado
ACZ INOX COMERCIAL LTDA;69.184.778/0001-02;SP;Ativa;Sim
AD MEDICAL COMERCIO DE MATERIAL MEDICO-HOSPITALAR LTDA;07.153.859/0001-80;RJ;Ativa;Sim
AD PROMOTORA DE NEGOCIOS LTDA;21.237.628/0001-85;SP;Ativa;Sim
ADAMA BRASIL S/A;02.290.510/0001-76;PR;Ativa;Sim
ADAMES IND E COM DE RACOES E SUPLEMENTOS LTDA;01.545.326/0001-67;MS;Ativa;Sim
ADAMES IND E COM DE RACOES E SUPLEMENTOS LTDA;01.545.326/0001-67;MS;Ativa;Sim
ADAMI SA MADEIRAS;83.054.478/0001-21;SC;Ativa;Sim
ADAR INDUSTRIA , COMERCIO IMPORTACAO E EXPORTACAO LTDA;03.442.526/0001-10;MS;Ativa;Sim
ADAR INDUSTRIA , COMERCIO IMPORTACAO E EXPORTACAO LTDA;03.442.526/0001-10;MS;Ativa;Sim
ADARE BRASIL SERVICOS DE MARKETING LTDA.;19.440.299/0001-23;SP;Ativa;Sim
ADATA ELECTRONICS BRAZIL S/A;21.316.271/0001-20;SP;Ativa;Sim
ADATA INTEGRATION BRAZIL S/A;21.316.324/0001-03;SP;Ativa;Sim
ADECCO RECURSOS HUMANOS S.A.;35.918.663/0001-74;SP;Ativa;Sim
ADECOL INDUSTRIA QUIMICA LTDA;50.851.955/0001-20;SP;Ativa;Sim
ADEGA ALENTEJANA COMERCIO IMPORTACAO E EXPORTACAO LTDA;02.314.269/0001-78;SP;Ativa;Sim
ADEL COCO BRASIL INDUSTRIA E COMERCIO LTDA;10.567.693/0001-52;CE;Ativa;Sim
ADELBRAS INDUSTRIA E COMERCIO DE ADESIVOS LTDA;73.077.299/0001-56;SP;Ativa;Sim
ADEMICON ADMINISTRADORA DE CONSORCIOS S/A;84.911.098/0001-29;PR;Ativa;Sim
ADEMICON ADMINISTRADORA DE CONSORCIOS S/A;84.911.098/0001-29;PR;Ativa;Sim
ADEOR DO BRASIL TECNOLOGIAS MÉDICAS LTDA.;10.337.750/0001-07;SP;Ativa;Sim
ADERE PRODUTOS AUTO ADESIVOS LTDA;46.062.030/0001-23;SP;Ativa;Sim
ADESTE INDUSTRIA DE PRODUTOS ANIMAIS LTDA;44.885.291/0001-18;SP;Ativa;Sim
ADESTE INDUSTRIA DE PRODUTOS ANIMAIS LTDA;44.885.291/0001-18;SP;Ativa;Sim
ADESTE PRODUTOS ANIMAIS E VEGETAIS LTDA;43.563.840/0005-07;SP;Ativa;Sim
ADEVED PARTICIPACOES E COMERCIO DE PRODUTOS QUIMICOS LTDA;10.548.541/0001-02;SC;Ativa;Sim
ADFERT ADITIVOS INDUSTRIA E COMERCIO LTDA;11.091.524/0001-51;MG;Ativa;Sim
ADIBE & CASTRO LTDA.;05.417.144/0001-61;PR;Ativa;Sim
ADICAO DISTRIBUICAO EXPRESS S/A;04.149.637/0001-03;MG;Ativa;Sim
ADIDAS DO BRASIL LTDA;42.274.696/0001-94;SP;Ativa;Sim
ADIMAX - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;03.887.324/0001-81;SP;Ativa;Sim
ADIMAX - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;03.887.324/0001-81;SP;Ativa;Sim
ADINA INDUSTRIA, COMERCIO, IMPORTADORA E EXPORTADORA LTDA;33.764.598/0001-44;RJ;Ativa;Sim
ADINOR INDUSTRIA E COMERCIO DE ADITIVOS LTDA;13.457.189/0001-98;BA;Ativa;Sim
ADIQ INSTITUICAO DE PAGAMENTO S.A.;20.520.298/0001-78;SP;Ativa;Sim
ADISTEC BRASIL INFORMATICA LTDA;15.457.043/0001-78;SP;Ativa;Sim
ADITEX INDUSTRIA E COMERCIO DE ADITIVOS QUIMICOS LTDA;06.149.282/0001-70;AM;Ativa;Sim
ADITEX INDUSTRIA E COMERCIO DE ADITIVOS QUIMICOS LTDA;06.149.282/0001-70;AM;Ativa;Sim
ADIUM S.A.;55.980.684/0001-27;SP;Ativa;Sim
ADIUM S.A.;55.980.684/0003-99;SP;Ativa;Sim
ADIVEL CAMINHOES E ONIBUS LTDA.;07.875.912/0001-56;SP;Ativa;Sim
ADKL ZELLER ELETRO SISTEMAS LTDA;01.598.794/0001-08;RJ;Ativa;Sim
ADLER ANDAIMES LTDA;06.698.363/0001-29;SP;Ativa;Sim
ADLER PELZER PERNAMBUCO INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA.;20.907.030/0001-93;PE;Ativa;Sim
ADLIM-TERCEIRIZACAO EM SERVICOS LTDA;11.436.813/0001-45;PE;Ativa;Sim
ADM DO BRASIL LTDA;02.003.402/0001-75;ES;Ativa;Sim
ADM LIFE - ADMINISTRADORA DE BENEFICIOS LTDA;28.315.826/0001-69;SP;Ativa;Sim
ADMA PAPEIS LTDA.;68.370.287/0001-85;SP;Ativa;Sim
ADMINISTRACAO DE IMOVEIS CERTA LTDA;88.001.086/0001-18;RS;Ativa;Sim
ADMINISTRADORA DE BENS DE INFRAESTRUTURA S.A.;10.701.088/0001-22;PE;Ativa;Sim
ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;06.044.551/0001-33;PR;Ativa;Sim
ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;45.441.789/0001-54;SP;Ativa;Sim
ADMINISTRADORA DE CONSORCIO UNICOOB LTDA;12.228.808/0001-00;PR;Ativa;Sim
ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;07.808.907/0001-20;RS;Ativa;Sim
ADMINISTRADORA DE IMOVEIS NEON SANTO ANDRE LTDA;06.888.260/0001-21;SP;Ativa;Sim
ADMINISTRADORA DE IMOVEIS NEON SANTO ANDRE LTDA;06.888.260/0001-21;SP;Ativa;Sim
ADMINISTRADORA FORTALEZA LTDA;17.167.321/0001-88;SP;Ativa;Sim
ADMINISTRADORA GERAL DE ESTACIONAMENTOS S.A.;86.862.208/0001-35;RS;Ativa;Sim
ADN COMERCIO E DISTRIBUICAO DE PRODUTOS DE LIMPEZA LTDA;05.621.087/0001-38;DF;Ativa;Sim
ADN CONSULTORIA E GESTAO EM TECNOLOGIA DA INFORMACAO LTDA;10.902.623/0001-03;BA;Ativa;Sim
ADN PROJETOS EM TECNOLOGIA DA INFORMACAO LTDA;26.728.866/0001-07;BA;Ativa;Sim
ADNETWORK INTERNET ADVERTISING SOLUTIONS S/A.;03.687.080/0001-93;SP;Ativa;Sim
ADNSAUDE COMERCIO DE PRODUTOS HOSPITALARES LTDA;07.398.616/0001-01;PE;Ativa;Sim
ADOBE SYSTEMS BRASIL LTDA.;02.999.520/0001-85;SP;Ativa;Sim
ADONAI QUIMICA S/A;02.703.755/0001-88;SP;Ativa;Sim
ADP BRASIL LTDA;47.680.798/0001-23;SP;Ativa;Sim
ADS SERVICOS LTDA;08.190.855/0001-34;SC;Ativa;Sim
ADSERV EMPREENDIMENTOS E SERVICOS DE MAO DE OBRA LTDA;08.362.490/0001-88;PE;Ativa;Sim
ADSERVI - ADMINISTRADORA DE SERVICOS LTDA;02.531.343/0001-08;SC;Ativa;Sim
ADSERVIG - VIGILANCIA LTDA;05.497.780/0001-40;SC;Ativa;Sim
ADT SECURITY SERVICES DO BRASIL LTDA;04.125.866/0001-80;SP;Ativa;Sim
ADTEL FACILITIES LTDA;06.926.324/0001-31;DF;Ativa;Sim
ADTEL FACILITIES LTDA;06.926.324/0001-31;DF;Ativa;Sim
ADTSYS SOFTWARE LTDA;10.631.007/0001-65;SP;Ativa;Sim
ADUBOS SUDOESTE LTDA;03.225.684/0001-18;GO;Ativa;Sim
ADUBOS VERA CRUZ LTDA;55.711.857/0001-01;SP;Ativa;Sim
ADUBRAS - COMERCIO DE CONFECCOES S.A.;72.099.922/0001-09;RS;Ativa;Sim
ADUBRAS FERTILIZANTES S.A.;23.704.333/0001-05;PR;Ativa;Sim
ADUFERTIL FERTILIZANTES LTDA.;44.777.951/0001-47;SP;Ativa;Sim
ADV ESPORTE E SAUDE LTDA;08.644.821/0001-72;DF;Ativa;Sim
ADVANCE TINTAS E VERNIZES LTDA;72.739.873/0001-21;SP;Ativa;Sim
ADVANCED BIONICS INSTRUMENTOS AUDITIVOS DO BRASIL LTDA;13.059.106/0001-02;SP;Ativa;Sim
ADVANCED ITEAM SOLUCOES E SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;06.263.605/0001-51;SP;Ativa;Sim
ADVANSIX DO BRASIL SERVICOS DE CONSULTORIA LTDA.;20.049.107/0001-31;SP;Ativa;Sim
ADVANTECH BRASIL LTDA;03.800.074/0001-09;SP;Ativa;Sim
ADVICS AUTOMOTIVA LATIN AMERICA LTDA.;19.766.688/0001-43;SP;Ativa;Sim
ADVOCACIA BELLINATI PEREZ;03.404.018/0001-47;PR;Ativa;Sim
ADYL NET ACESSO A INTERNET LTDA;06.061.646/0001-65;RS;Ativa;Sim
ADYL NET ACESSO A INTERNET LTDA;06.061.646/0001-65;RS;Ativa;Sim
AEC CENTRO DE CONTATOS S/A;02.455.233/0001-04;MG;Ativa;Sim
AEGEA DESENVOLVIMENTO S.A.;32.064.970/0001-47;SP;Ativa;Sim
AEGEA SANEAMENTO E PARTICIPACOES S.A.;08.827.501/0001-58;SP;Ativa;Sim
AEGER COMERCIAL E IMPORTADORA LTDA.;05.144.062/0001-90;SP;Ativa;Sim
AERCAP DO BRASIL SERVICOS DE ADMINISTRACAO E MARKETING LTDA.;06.988.387/0001-12;SP;Ativa;Sim
AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A;12.528.708/0001-07;CE;Ativa;Sim
AEROESTE COMBUSTIVEIS DE AVIACAO LTDA;54.096.300/0001-45;SP;Ativa;Sim
AEROPORTOS DO NORDESTE DO BRASIL S.A.;33.919.741/0001-20;PE;Ativa;Sim
AEROPORTOS DO SUDESTE DO BRASIL S.A;33.402.939/0001-31;ES;Ativa;Sim
AES BRASIL ENERGIA S.A.;37.663.076/0001-07;SP;Ativa;Sim
AES BRASIL LTDA;00.143.033/0001-90;SP;Ativa;Sim
AES GUAIBA II EMPREENDIMENTOS LTDA;02.318.511/0001-81;SP;Ativa;Sim
AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;SP;Ativa;Sim
AESA AUTOMOLAS EQUIPAMENTOS LTDA.;60.446.929/0001-70;PR;Ativa;Sim
AESCOM SUL LTDA.;03.489.251/0001-70;SP;Ativa;Sim
AESOP BRASIL COMERCIO DE COSMETICOS LTDA;20.209.101/0001-84;SP;Ativa;Sim
AESPI ENSINO SUPERIOR DO PIAUI LTDA.;11.648.433/0001-74;PI;Ativa;Sim
AETHRA INDUSTRIA E COMERCIO DE CARROCERIAS LTDA;05.909.988/0001-20;RJ;Ativa;Sim
AEVM PRODUTOS MEDICO HOSPITALAR LTDA;36.180.305/0001-70;RJ;Ativa;Sim
AF ENERGIA S.A.;10.852.802/0001-83;SP;Ativa;Sim
AFFAIR SYSTEM TECNOLOGIA LTDA;53.178.893/0001-26;SP;Ativa;Sim
AFFINITY CAMINHONEIRO CORRETAGENS DE SEGUROS LTDA.;31.980.388/0001-68;SP;Ativa;Sim
AFINZ INSTITUICAO DE PAGAMENTO S.A.;60.114.865/0001-00;SP;Ativa;Sim
AFONSO FRANCA CONSTRUCOES E COMERCIO LTDA;68.119.866/0001-50;SP;Ativa;Sim
AFP LACRES INDUSTRIA E COMERCIO LTDA;11.737.260/0001-60;SP;Ativa;Sim
AFP MATERIAIS PARA CONSTRUCAO LTDA;21.704.762/0001-49;MG;Ativa;Sim
AFRIB-ABATEDOURO E FRIGORIFICO BIONDO LTDA;01.437.936/0001-47;SC;Ativa;Sim
AFRICA DDB BRASIL PUBLICIDADE LTDA.;60.741.303/0001-97;SP;Ativa;Sim
AFS SERVICOS DE LOCACAO E GESTAO DE MAO DE OBRA LTDA;13.153.640/0001-83;DF;Ativa;Sim
AG BRASIL LOGISTICA E TRANSPORTE DE CARGA S.A.;17.339.465/0001-74;RS;Ativa;Sim
AG FLEX COMERCIAL IMPORTADORA LTDA;22.430.241/0002-94;SC;Ativa;Sim
AG MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA;17.165.939/0001-09;GO;Ativa;Sim
AG PEIXOTO DISTRUIBUIDORA DE VEICULOS E PECAS LTDA;23.894.107/0001-26;CE;Ativa;Sim
AG SE&A PRESTACAO DE SERVICOS E PARTICIPACOES LTDA.;21.540.967/0001-36;SP;Ativa;Sim
AG7 LOGISTICA LTDA;36.891.261/0001-96;MG;Ativa;Sim
AGA LOGISTICA LTDA;06.789.311/0001-68;SP;Ativa;Sim
AGAE TRANSPORTES E COMERCIO S/A;43.998.509/0001-88;RJ;Ativa;Sim
AGAELE COMERCIO DE COMBUSTIVEIS LTDA;01.863.318/0001-69;RS;Ativa;Sim
AGAVE DO BRASIL INDUSTRIA DE FIACAO DE FIBRAS TEXTEIS NATURAIS LTDA;05.769.698/0001-28;BA;Ativa;Sim
AGC COMERCIO DE FRUTAS LTDA;11.278.309/0001-64;ES;Ativa;Sim
AGC VIDROS DO BRASIL LTDA.;13.198.370/0001-27;SP;Ativa;Sim
AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA.;55.962.369/0001-77;SP;Ativa;Sim
AGENCIA BRASILEIRA GESTORA DE FUNDOS GARANTIDORES E GARANTIAS S/A- ABGF;17.909.518/0001-45;DF;Ativa;Sim
AGENCIA DE DESENVOLVIMENTO ECONOMICO DE PERNAMBUCO S.A - ADEPE;10.848.646/0001-87;PE;Ativa;Sim
AGENCIA DE FOMENTO DO ESTADO DE MATO GROSSO S/A;06.284.531/0001-30;MT;Ativa;Sim
AGENCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A. - BADESC;82.937.293/0001-00;SC;Ativa;Sim
AGENCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A. - BADESC;82.937.293/0001-00;SC;Ativa;Sim
AGENCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM;03.183.937/0001-38;AM;Ativa;Sim
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S. A.;05.940.203/0001-81;RJ;Ativa;Sim
AGENCIA DE FOMENTO DO PARANA S.A.;03.584.906/0001-99;PR;Ativa;Sim
AGENCIA DE VAPORES GRIEG S/A;55.186.241/0001-69;SP;Ativa;Sim
AGENCIA ESPECIAL DE FINANCIAMENTO INDUSTRIAL FINAME;33.660.564/0001-00;RJ;Ativa;Sim
AGENCIA ESTADO S.A;62.652.961/0001-38;SP;Ativa;Sim
AGENCIA MARITIMA GRANEL LTDA;54.477.377/0001-65;SP;Ativa;Sim
AGENCIA MOOD DE COMUNICACAO INTEGRADA LTDA;08.283.040/0001-08;SP;Ativa;Sim
AGENCIA NACIONAL DE VIGILANCIA SANITARIA;03.112.386/0001-11;DF;Ativa;Sim
AGENCIA UM VIAGENS TURISMO E EVENTOS LTDA;03.992.003/0001-47;SP;Ativa;Sim
AGEO NORTE TERMINAIS E ARMAZENS GERAIS S.A;04.272.637/0001-98;SP;Ativa;Sim
AGEO NORTE TERMINAIS E ARMAZENS GERAIS S.A;04.272.637/0001-98;SP;Ativa;Sim
AGEO TERMINAIS E ARMAZENS GERAIS S.A;03.798.096/0001-73;SP;Ativa;Sim
AGES EDUCACAO LTDA;18.867.222/0001-71;BA;Ativa;Sim
AGES EMPREENDIMENTOS EDUCACIONAIS LTDA;03.732.265/0001-72;BA;Ativa;Sim
AGF MEDICAL LTDA - EPP;09.511.423/0001-40;CE;Ativa;Sim
AGF SERVICOS DE MANUTENCAO E MONTAGEM LTDA;23.715.864/0001-95;PR;Ativa;Sim
AGGREKO ENERGIA LOCACAO DE GERADORES LTDA.;02.283.886/0001-53;SP;Ativa;Sim
AGI BRASIL INDUSTRIA E COMERCIO S.A.;58.764.309/0001-38;SP;Ativa;Sim
AGIBANK ADMINISTRADORA DE CONSORCIOS LTDA;94.187.879/0001-76;RS;Ativa;Sim
AGIL EMPRESA DE VIGILANCIA LTDA;72.619.976/0001-58;DF;Ativa;Sim
AGIL SERVICOS ESPECIAIS LTDA;72.620.735/0001-29;DF;Ativa;Sim
AGILE GESTAO DE FROTAS E SERVICOS S.A;09.337.014/0001-70;MG;Ativa;Sim
AGILE LOGISTICA E DISTRIBUICAO DE COMBUSTIVEIS LTDA.;10.911.906/0001-11;SP;Ativa;Sim
AGILFARMA MEDICAMENTOS LTDA;07.967.085/0001-20;RS;Ativa;Sim
AGILI SOFTWARE BRASIL LTDA;26.804.377/0001-97;PR;Ativa;Sim
AGILITY NETWORKS TECNOLOGIA LTDA;65.530.768/0001-12;SP;Ativa;Sim
AGILOG LOGISTICA E TRANSPORTES LTDA;12.646.952/0001-66;RS;Ativa;Sim
AGILPACK INDUSTRIA E COMERCIO ATACADISTA DE EMBALAGENS LTDA;14.858.197/0001-09;SC;Ativa;Sim
AGIS EQUIPAMENTOS E SERVICOS DE INFORMATICA LTDA.;68.993.641/0001-28;SP;Ativa;Sim
AGIS MEDICAL PRODUTOS HOSPITALARES LTDA;05.222.267/0001-47;MG;Ativa;Sim
AGK CORRETORA DE CAMBIO S/A;00.250.699/0001-48;SP;Ativa;Sim
AGLAMED-MATERIAL MEDICO HOSPITALAR LTDA;05.657.559/0001-02;SE;Ativa;Sim
AGLON COMERCIO E REPRESENTACOES LTDA;65.817.900/0001-71;SP;Ativa;Sim
AGM INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;01.070.163/0001-03;PR;Ativa;Sim
AGNES TRABALHO TEMPORARIO LTDA;05.764.947/0001-92;PR;Ativa;Sim
AGO COMERCIO DE VEICULOS LTDA;07.493.290/0001-00;RJ;Ativa;Sim
AGORA CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A;74.014.747/0001-35;SP;Ativa;Sim
AGORA INVESTIMENTOS S.A.;07.838.582/0001-29;SP;Ativa;Sim
AGORACRED S/A SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;36.321.990/0001-07;ES;Ativa;Sim
AGPM COMERCIO DE MOTOS, PECAS E SERVICOS LTDA;32.722.496/0001-01;CE;Ativa;Sim
AGRA AGROINDUSTRIAL DE ALIMENTOS SA;24.746.687/0001-77;MT;Ativa;Sim
AGRANA FRUIT BRASIL INDUSTRIA, COMERCIO IMPORTACAO E EXPORTACAO LTDA;08.279.845/0001-70;SP;Ativa;Sim
AGRARIA INDUSTRIA E COMERCIO LTDA;50.423.383/0001-89;SP;Ativa;Sim
AGRES SISTEMAS ELETRONICOS S/A;06.635.277/0001-77;PR;Ativa;Sim
AGRESTE SANEAMENTO S.A.;15.401.489/0001-80;AL;Ativa;Sim
AGREX DO BRASIL LTDA.;10.515.785/0001-99;GO;Ativa;Sim
AGRI PORT SERVICES BRASIL LTDA;07.255.814/0001-16;SP;Ativa;Sim
AGRICEF - SOLUCOES TECNOLOGICAS PARA AGRICULTURA LTDA;07.600.494/0001-94;SP;Ativa;Sim
AGRICHEM DO BRASIL S.A.;03.860.998/0001-92;SP;Ativa;Sim
AGRICOL MATERIAIS DE CONSTRUCAO LTDA;75.796.706/0001-00;SC;Ativa;Sim
AGRICOLA ALMEIDA LTDA;51.482.461/0001-89;SP;Ativa;Sim
AGRICOLA ALVORADA S.A.;04.854.422/0001-85;MT;Ativa;Sim
AGRICOLA ALVORADA S.A.;04.854.422/0001-85;MT;Ativa;Sim
AGRICOLA DALL OGLIO IMPORTACAO E EXPORTACAO LTDA;75.526.905/0001-07;PR;Ativa;Sim
AGRICOLA FAMOSA S.A.;00.474.300/0001-02;CE;Ativa;Sim
AGRICOLA FERRARI LTDA;91.748.483/0001-62;RS;Ativa;Sim
AGRICOLA JARDIM PRODUCAO E COMERCIALIZACAO DE FRUTAS LTDA;11.922.335/0001-83;RN;Ativa;Sim
AGRICOLA PONTE ALTA LTDA;05.495.024/0001-82;SP;Ativa;Sim
AGRICOLA SAO LUCAS LTDA;33.815.645/0001-31;RS;Ativa;Sim
AGRICOLA ZANELLA LTDA;17.690.390/0001-71;MT;Ativa;Sim
AGRICOPEL COMERCIO DE DERIVADOS DE PETROLEO LTDA;81.632.093/0001-79;SC;Ativa;Sim
AGRICOPEL COMERCIO DE DERIVADOS DE PETROLEO LTDA;81.632.093/0001-79;SC;Ativa;Sim
AGRICORTE INDUSTRIA E COMERCIO DE MAQUINAS E PECAS LTDA;02.691.900/0001-58;SP;Ativa;Sim
AGRIGEL AGRO PECUARIA LTDA;49.903.446/0001-15;SP;Ativa;Sim
AGRIMAQUINAS E PECAS LTDA;24.973.838/0001-20;GO;Ativa;Sim
AGRIMEC AGRO INDUSTRIAL E MECANICA LTDA;88.093.141/0001-47;RS;Ativa;Sim
AGRINORTE LTDA;04.610.082/0001-47;PA;Ativa;Sim
AGRIPAR ADMINISTRACAO E PARTICIPACOES LTDA;50.590.140/0001-35;SP;Ativa;Sim
AGRIPETRO - TRANSPORTE E COMERCIO DE COMBUSTIVEIS LTDA;10.439.340/0001-77;SP;Ativa;Sim
AGRIPLAN COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS LTDA;10.990.637/0001-26;RS;Ativa;Sim
AGRISTAR DO BRASIL LTDA;33.345.950/0001-07;SP;Ativa;Sim
AGRISYS MAQUINAS E PECAS AGRICOLAS LTDA;27.304.528/0001-00;GO;Ativa;Sim
AGRIVALE - AGRICULTURA DO VALE LTDA;01.014.748/0001-06;PE;Ativa;Sim
AGRIVITTA INSUMOS AGRICOLAS LTDA;26.280.013/0001-55;SP;Ativa;Sim
AGRO AMAZONIA PRODUTOS AGROPECUARIOS S.A.;13.563.680/0001-01;MT;Ativa;Sim
AGRO BAGGIO MAQUINAS AGRICOLAS LTDA;01.696.819/0001-06;MT;Ativa;Sim
AGRO BOI IMPORTACAO E EXPORTACAO LTDA;04.119.970/0001-61;AC;Ativa;Sim
AGRO FERRAGENS LUIZAO LTDA;24.774.390/0001-15;MT;Ativa;Sim
AGRO FERRAGENS LUIZAO LTDA;24.774.390/0001-15;MT;Ativa;Sim
AGRO IMPORT DO BRASIL LTDA;05.625.220/0001-24;RS;Ativa;Sim
AGRO INDUSTRIAL SAO LUIZ LTDA;95.865.572/0001-40;BA;Ativa;Sim
AGRO INDUSTRIAS DO VALE DO SAO FRANCISCO SA AGROVALE;13.642.699/0001-35;BA;Ativa;Sim
AGRO MGS IMPORTACAO E EXPORTACAO LTDA;07.016.557/0001-60;SC;Ativa;Sim
AGRO NOVA GERACAO S.A.;09.296.683/0001-40;SP;Ativa;Sim
AGRO PASTORIL PASCHOAL CAMPANELLI SA;48.713.903/0001-46;SP;Ativa;Sim
AGRO PECUARIA LEOPOLDINO LTDA;57.410.581/0001-57;SP;Ativa;Sim
AGRO QUIMICA MARINGA S A;61.980.181/0001-54;SP;Ativa;Sim
AGRO SALTO COMERCIO DE CEREAIS LTDA;00.489.002/0001-96;SC;Ativa;Sim
AGRO SERRA INDUSTRIAL LTDA;11.035.672/0001-59;MA;Ativa;Sim
AGRO-COMERCIAL AFUBRA LTDA;74.072.513/0001-44;RS;Ativa;Sim
AGROATA AGROPECUARIA ARACATUBA LTDA;00.748.437/0001-08;SP;Ativa;Sim
AGROBELLA ALIMENTOS LTDA;89.943.849/0001-02;RS;Ativa;Sim
AGROBRAS AGRICOLA TROPICAL DO BRASIL LTDA;24.380.727/0001-00;PE;Ativa;Sim
AGROCAXIAS COMERCIAL AGRICOLA LTDA;90.576.018/0001-29;RS;Ativa;Sim
AGROCENTER INSUMOS AGRICOLAS LTDA;11.130.958/0001-13;PR;Ativa;Sim
AGROCENTER INSUMOS AGRICOLAS LTDA;11.130.958/0001-13;PR;Ativa;Sim
AGROCERES GENETICA E NUTRICAO ANIMAL LTDA;04.594.805/0001-61;SP;Ativa;Sim
AGROCERES MULTIMIX NUTRICAO ANIMAL LTDA;28.622.744/0001-67;SP;Ativa;Sim
AGROCERES PIC SUINOS LTDA;28.109.395/0001-84;SP;Ativa;Sim
AGROCETE INDUSTRIA DE FERTILIZANTES LTDA;75.007.385/0001-18;PR;Ativa;Sim
AGROCORTEX MADEIRAS DO ACRE AGROFLORESTAL LTDA;19.848.073/0001-66;AC;Ativa;Sim
AGRODANIELI INDUSTRIA E COMERCIO LTDA;02.990.334/0001-85;RS;Ativa;Sim
AGRODANIELI INDUSTRIA E COMERCIO LTDA;02.990.334/0001-85;RS;Ativa;Sim
AGROFARM IMPORTADORA E EXPORTADORA DE PRODUTOS VETERINARIOS LTDA;02.270.540/0001-10;RS;Ativa;Sim
AGROFIOR PRODUCAO DE MUDAS LTDA;01.087.765/0001-73;PR;Ativa;Sim
AGROFITO-INSUMOS AGRICOLAS LTDA.;26.518.916/0001-21;SP;Ativa;Sim
AGROFOODS BRASIL ALIMENTO S/A;38.081.947/0001-47;SP;Ativa;Sim
AGROFUTURA COMERCIO E REPRESENTACOES DE INSUMOS AGRICOLAS LTDA.;05.883.738/0001-68;RS;Ativa;Sim
AGROGEN DESENVOLVIMENTO GENETICO S.A.;32.593.445/0001-19;RS;Ativa;Sim
AGROIN COMERCIO E REPRESENTACOES LTDA;20.150.862/0001-08;RS;Ativa;Sim
AGROINDUSTRIA GM LTDA;74.079.286/0001-89;MT;Ativa;Sim
AGROINDUSTRIAL CAMARAI LTDA;06.200.385/0001-17;SE;Ativa;Sim
AGROINDUSTRIAL CAMPO REAL LTDA;11.636.261/0001-19;MT;Ativa;Sim
AGROINDUSTRIAL ELACY LTDA;94.524.162/0001-72;RS;Ativa;Sim
AGROINDUSTRIAL FRUTNAA LTDA;06.015.530/0001-90;PE;Ativa;Sim
AGROINDUSTRIAL IRMAOS DALLA COSTA LTDA.;07.851.247/0001-60;SP;Ativa;Sim
AGROINDUSTRIAL SAO FRANCISCO LTDA;37.575.289/0001-87;MS;Ativa;Sim
AGROINDUSTRIAL VISTA ALEGRE S.A.;44.836.856/0001-77;SP;Ativa;Sim
AGROLIDER MAQUINAS AGRICOLAS LTDA;24.371.461/0001-39;SP;Ativa;Sim
AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA;06.274.095/0001-18;SP;Ativa;Sim
AGROMETAL COMERCIAL DE FERRAGENS LTDA;48.539.548/0001-30;SP;Ativa;Sim
AGROMIL PECAS AGRICOLAS LTDA;02.624.831/0001-60;GO;Ativa;Sim
AGROMIL PECAS AGRICOLAS LTDA;02.624.831/0001-60;GO;Ativa;Sim
AGRONELLI - INDUSTRIA E COMERCIO DE INSUMOS AGROPECUARIOS LTDA;25.778.390/0001-56;MG;Ativa;Sim
AGRONELLI - INDUSTRIA E COMERCIO DE INSUMOS AGROPECUARIOS LTDA;25.778.390/0001-56;MG;Ativa;Sim
AGROPALMA S/A;04.102.265/0001-51;PA;Ativa;Sim
AGROPECUARIA AGRONOMICA LTDA;00.853.997/0001-22;SC;Ativa;Sim
AGROPECUARIA AGUA AZUL LTDA;78.196.649/0001-17;PR;Ativa;Sim
AGROPECUARIA BAMBOZZI S A;49.227.622/0001-46;SP;Ativa;Sim
AGROPECUARIA BOQUEIRAO LTDA;47.501.417/0001-00;SP;Ativa;Sim
AGROPECUARIA GUERREIRO LTDA;10.214.694/0001-13;RS;Ativa;Sim
AGROPECUARIA INTEGRACAO LTDA.;14.519.252/0001-36;SP;Ativa;Sim
AGROPECUARIA LORENZETTI LTDA;58.497.298/0001-77;SP;Ativa;Sim
AGROPECUARIA MAGGI LTDA;00.315.457/0001-95;MT;Ativa;Sim
AGROPECUARIA MARATA LTDA.;32.821.183/0001-00;N/A;Ativa;Sim
AGROPECUARIA NOSSA SENHORA DO BONSUCESSO LTDA;09.558.615/0001-02;BA;Ativa;Sim
